who,what,when,where,why,how,sentence,original_text,chunk_index,field_count,umap_x,umap_y,umap_x_3d,umap_y_3d,umap_z_3d,cluster,color_temporal,hover_text
,conceived enmity,,,a proud,occasionally,Someone conceived enmity because a proud by occasionally,"He was a proud, angry man, and as I had
occasionally in the answers of the Assembly treated his papers with some
severity, they being really weak in point of argument and haughty in
expression, he ...",0,3,8.918215,12.635077,6.2766237,16.77655,2.8196077,0,0,<b>Who:</b> <br><b>What:</b> conceived enmity<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> a proud<br><b>How:</b> occasionally<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,put paper,"a year, eight days",,"their
opinion and counsel upon it",advice,"Someone put paper during a year because their
opinion and counsel upon it by advice","They then by his advice put the
paper into the hands of the Attorney and Solicitor-General for their
opinion and counsel upon it, where it lay unanswered a year wanting
eight days, during which tim...",0,4,8.508746,10.7524,5.4100137,15.596687,1.8590171,0,0,"<b>Who:</b> <br><b>What:</b> put paper<br><b>Where:</b> <br><b>When:</b> a year, eight days<br><b>Why:</b> their
opinion and counsel upon it<br><b>How:</b> advice<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,delivered what voce,,Pennsylvania,mality or rudeness was,probably,Someone delivered what voce in Pennsylvania because mality or rudeness was by probably,"The want of formality or rudeness was, probably, my not having address'd
the paper to them with their assum'd titles of True and Absolute
Proprietaries of the Province of Pennsylvania, which I omitt...",0,4,10.66336,8.570466,5.513402,13.077324,3.603064,0,0,<b>Who:</b> <br><b>What:</b> delivered what voce<br><b>Where:</b> Pennsylvania<br><b>When:</b> <br><b>Why:</b> mality or rudeness was<br><b>How:</b> probably<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Gov'r Denny,omitted answering,,,"sembly having prevailed with Gov'r Denny to
pass an act taxing the proprietary estate in common wit",Denny,"Gov'r Denny omitted answering because sembly having prevailed with Gov'r Denny to
pass an act taxing the proprietary estate in common wit by Denny","But during this delay, the Assembly having prevailed with Gov'r Denny to
pass an act taxing the proprietary estate in common with the estates of
the people, which was the grand point in dispute, the...",0,4,8.94938,8.5614195,6.5226774,13.659814,3.4870267,0,0,"<b>Who:</b> Gov'r Denny<br><b>What:</b> omitted answering<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> sembly having prevailed with Gov'r Denny to
pass an act taxing the proprietary estate in common wit<br><b>How:</b> Denny<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,determined oppose,,Paris,,Paris,Someone determined oppose in Paris by Paris,"When this act however came over, the proprietaries, counselled by Paris,
determined to oppose its receiving the royal assent.",0,3,9.495288,9.466586,5.4949193,13.790123,2.3168838,0,0,<b>Who:</b> <br><b>What:</b> determined oppose<br><b>Where:</b> Paris<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> Paris<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,petition'd king,,,"appointed in which two
lawyers were employ'd by them against the act",Accordingly,"Someone petition'd king because appointed in which two
lawyers were employ'd by them against the act by Accordingly","Accordingly they
petition'd the king in Council, and a hearing was appointed in which two
lawyers were employ'd by them against the act, and two by me in support
of it.",0,3,8.462052,11.744316,6.669544,15.318747,3.2531223,0,0,"<b>Who:</b> <br><b>What:</b> petition'd king<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> appointed in which two
lawyers were employ'd by them against the act<br><b>How:</b> Accordingly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,alledg'd,,,"intended to load the proprietary
estate in order to spare those of the people",people,"Someone alledg'd because intended to load the proprietary
estate in order to spare those of the people by people","They alledg'd that the act was intended to load the proprietary
estate in order to spare those of the people, and that if it were
suffer'd to continue in force, and the proprietaries who were in odi...",0,3,9.757178,11.786138,6.022946,15.802923,3.8388078,0,0,"<b>Who:</b> <br><b>What:</b> alledg'd<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> intended to load the proprietary
estate in order to spare those of the people<br><b>How:</b> people<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,reply'd,,,,,Someone reply'd,"We reply'd that the act had no such
intention, and would have no such effect.",0,1,9.948926,14.287344,6.431028,17.56658,4.7827673,0,0,<b>Who:</b> <br><b>What:</b> reply'd<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,strike it,,,"urged by
both sides",sides,"Someone strike it because urged by
both sides by sides","This is the purport of what I remember as urged by
both sides, except that we insisted strongly on the mischievous
consequences that must attend a repeal, for that the money, £100,000,
being printe...",0,3,8.214068,13.121156,7.1236844,16.542555,3.4776852,0,0,"<b>Who:</b> <br><b>What:</b> strike it<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> urged by
both sides<br><b>How:</b> sides<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,rose,,,"ked me if I was
really of opinion that no injury would be done the proprietary estate in
the execu",really,"Someone rose because ked me if I was
really of opinion that no injury would be done the proprietary estate in
the execu by really","On this, Lord
Mansfield, one of the counsel rose, and beckoning me took me into the
clerk's chamber, while the lawyers were pleading, and asked me if I was
really of opinion that no injury would be...",0,3,9.369913,12.2297535,6.2304406,16.047733,3.9235723,0,0,"<b>Who:</b> <br><b>What:</b> rose<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> ked me if I was
really of opinion that no injury would be done the proprietary estate in
the execu<br><b>How:</b> really<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,said,,,,certainly,Someone said by certainly,I said certainly.,0,2,9.81805,15.087496,6.484453,18.523611,4.0410447,0,0,<b>Who:</b> <br><b>What:</b> said<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> certainly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,have objection,,,sure that point,,Someone have objection because sure that point,"""Then,"" says he, ""you can
have little objection to enter into an engagement to assure that point.",0,2,8.146731,13.044695,7.142582,16.619081,3.4461868,0,0,<b>Who:</b> <br><b>What:</b> have objection<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> sure that point<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Clerk, Charles, Mansfield",call'd,,Paris,"accepted on both sides; a
paper to the purpose was drawn up by the Clerk of the Council",Clerk,"Clerk, Charles call'd in Paris because accepted on both sides; a
paper to the purpose was drawn up by the Clerk of the Council by Clerk","He then call'd in Paris, and after some
discourse, his lordship's proposition was accepted on both sides; a
paper to the purpose was drawn up by the Clerk of the Council, which I
sign'd with Mr. Ch...",0,5,9.015595,10.605239,6.124267,14.84406,2.8773146,0,0,"<b>Who:</b> Clerk, Charles, Mansfield<br><b>What:</b> call'd<br><b>Where:</b> Paris<br><b>When:</b> <br><b>Why:</b> accepted on both sides; a
paper to the purpose was drawn up by the Clerk of the Council<br><b>How:</b> Clerk<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,appointed committee examine,one year's,,"sembly did not think them necessary; for one year's tax having
been levied by the act before the or",law,"Someone appointed committee examine during one year's because sembly did not think them necessary; for one year's tax having
been levied by the act before the or by law","Some changes were however
recommended and we also engaged they should be made by a subsequent law,
but the Assembly did not think them necessary; for one year's tax having
been levied by the act be...",0,4,8.176256,11.8788805,6.735681,15.309545,3.4780586,0,0,"<b>Who:</b> <br><b>What:</b> appointed committee examine<br><b>Where:</b> <br><b>When:</b> one year's<br><b>Why:</b> sembly did not think them necessary; for one year's tax having
been levied by the act before the or<br><b>How:</b> law<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,sign'd report,,,sess'd with perfect equity,unanimously,Someone sign'd report because sess'd with perfect equity by unanimously,"After a full enquiry, they unanimously sign'd a report
that they found the tax had been assess'd with perfect equity.",0,3,8.148624,13.124538,7.097375,16.13294,3.9445157,0,0,<b>Who:</b> <br><b>What:</b> sign'd report<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> sess'd with perfect equity<br><b>How:</b> unanimously<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,looked,,Province,"it secured
the credit of the paper money then spread over all the country",,"Someone looked in Province because it secured
the credit of the paper money then spread over all the country","The Assembly looked into my entering into the first part of the
engagement, as an essential service to the Province, since it secured
the credit of the paper money then spread over all the country.",0,3,9.578174,10.364885,5.3087864,14.346192,3.1077886,0,0,"<b>Who:</b> <br><b>What:</b> looked<br><b>Where:</b> Province<br><b>When:</b> <br><b>Why:</b> it secured
the credit of the paper money then spread over all the country<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,gave thanks,,,m when I return'd,,Someone gave thanks because m when I return'd,"They
gave me their thanks in form when I return'd.",0,2,10.598054,12.935334,5.3753066,17.127893,4.8058248,0,0,<b>Who:</b> <br><b>What:</b> gave thanks<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> m when I return'd<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Denny,enraged,,,s'd the act,threats,Denny enraged because s'd the act by threats,"But the proprietaries were
enraged at Governor Denny for having pass'd the act, and turn'd him out
with threats of suing him for breach of instructions which he had given
bond to observe.",0,4,8.755799,8.590019,6.574028,13.635639,3.4659302,0,0,<b>Who:</b> Denny<br><b>What:</b> enraged<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> s'd the act<br><b>How:</b> threats<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Majesty,,,,His Majesty's service,,Majesty did something because His Majesty's service,"He, however, having done it at the instance of the
General, and for His Majesty's service, and having some powerful
interests at court, despis'd the threats",0,2,9.149938,10.169283,6.342223,14.814178,3.1227489,0,0,<b>Who:</b> Majesty<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> His Majesty's service<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,put,,,,,Someone put,"and they were never put in
execution....",0,1,10.512451,14.862122,5.637047,18.529146,4.116064,0,0,<b>Who:</b> <br><b>What:</b> put<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,leaves facts,the year 1757,,it does,year,Someone leaves facts during the year 1757 because it does by year,"[Ending, as it does, with the year 1757, the autobiography leaves
important facts unrecorded.",0,4,10.081737,9.686393,4.886878,13.708018,2.578136,0,0,<b>Who:</b> <br><b>What:</b> leaves facts<br><b>Where:</b> <br><b>When:</b> the year 1757<br><b>Why:</b> it does<br><b>How:</b> year<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,seemed detail,1706,Boston,seemed advisable,,Someone seemed detail in Boston during 1706 because seemed advisable,"It has seemed advisable, therefore, to
detail the chief events in Franklin's life, from the beginning, in the
following list:

1706 He is born, in Boston, and baptized in the Old South Church.",0,4,10.275898,8.643585,5.7925224,13.287017,3.7405624,0,0,<b>Who:</b> <br><b>What:</b> seemed detail<br><b>Where:</b> Boston<br><b>When:</b> 1706<br><b>Why:</b> seemed advisable<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,enters School,the age of eight,,,,Someone enters School during the age of eight,"At the age of eight, enters the Grammar School.",0,2,9.9650135,11.033969,4.7300696,15.947609,2.5297444,0,0,<b>Who:</b> <br><b>What:</b> enters School<br><b>Where:</b> <br><b>When:</b> the age of eight<br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,Becomes assistant,,,sistant in the tallow-chandlery business,,Someone Becomes assistant because sistant in the tallow-chandlery business,1716 Becomes his father's assistant in the tallow-chandlery business.,0,2,9.22709,10.930017,6.029135,15.114543,3.046964,0,0,<b>Who:</b> <br><b>What:</b> Becomes assistant<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> sistant in the tallow-chandlery business<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
James,Apprenticed,,,,,James Apprenticed,"Apprenticed to his brother James, printer.",0,2,8.965485,8.994212,6.099745,13.648375,2.9811387,0,0,<b>Who:</b> James<br><b>What:</b> Apprenticed<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,Writes ballads,1721,,,anonymously,Someone Writes ballads during 1721 by anonymously,"1721 Writes ballads and peddles them, in printed form, in the
streets; contributes, anonymously, to the ""New England Courant,"" and
temporarily edits that paper; becomes a free-thinker, and a vegetar...",0,3,8.785002,9.636018,5.516382,13.797242,1.8913227,0,0,<b>Who:</b> <br><b>What:</b> Writes ballads<br><b>Where:</b> <br><b>When:</b> 1721<br><b>Why:</b> <br><b>How:</b> anonymously<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Keimer,abandons vegetarianism,,Philadelphia,,,Keimer abandons vegetarianism in Philadelphia,"Breaks his indenture and removes to Philadelphia; obtains
employment in Keimer's printing-office; abandons vegetarianism.",0,3,6.267498,8.3649435,7.404817,12.032772,0.942396,0,0,<b>Who:</b> Keimer<br><b>What:</b> abandons vegetarianism<br><b>Where:</b> Philadelphia<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Keith,becomes manager,1724,"London, Philadelphia","ure and
Pain",Keith,"Keith becomes manager in London during 1724 because ure and
Pain by Keith","1724 Is persuaded by Governor Keith to establish himself
independently, and goes to London to buy type; works at his trade there,
and publishes ""Dissertation on Liberty and Necessity, Pleasure and
...",0,6,8.951057,8.63037,6.3356338,13.384963,3.080018,0,0,"<b>Who:</b> Keith<br><b>What:</b> becomes manager<br><b>Where:</b> London, Philadelphia<br><b>When:</b> 1724<br><b>Why:</b> ure and
Pain<br><b>How:</b> Keith<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,opens office,1728,,,Meredith,Someone opens office during 1728 by Meredith,"Founds the Junto, or ""Leathern Apron"" Club.
1728 With Hugh Meredith, opens a printing-office.",0,3,8.7386675,9.376061,5.8392763,13.821554,2.2452297,0,0,<b>Who:</b> <br><b>What:</b> opens office<br><b>Where:</b> <br><b>When:</b> 1728<br><b>Why:</b> <br><b>How:</b> Meredith<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,Becomes proprietor prints,1729,,,anonymously,Someone Becomes proprietor prints during 1729 by anonymously,"1729 Becomes proprietor and editor of the ""Pennsylvania Gazette"";
prints, anonymously, ""Nature and Necessity of a Paper Currency""; opens a
stationer's shop.",0,3,8.953588,9.627929,5.3629265,13.799926,1.987114,0,0,<b>Who:</b> <br><b>What:</b> Becomes proprietor prints<br><b>Where:</b> <br><b>When:</b> 1729<br><b>Why:</b> <br><b>How:</b> anonymously<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
